study_group,title,year,journal,identifiers,sources,n_source_records
S9311,Construction of Naïve and Immune Human Fab Phage Display Library.,2026,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-0716-5041-7_5 pmid:42129087,PubMed,1
S8702,Construction of a Synthetic Shark-Derived Nanobody Library with Conserved CDR3 Tryptophan and Its Application in Screening Antibodies Targeting Urinary Tumor Biomarkers.,2026,ACS biomaterials science & engineering,doi:10.1021/acsbiomaterials.5c01563 pmid:41346263,PubMed,1
S9132,Construction of a bovine phage display single-chain antibody library and screening and validation of antibodies targeting dendritic cell DEC205 receptor.,2026,Developmental and comparative immunology,doi:10.1016/j.dci.2026.105594 pmid:41887277,PubMed,1
S9080,Construction of a novel B7H3 VHH-Fc antibody with potent antitumor activity and NK/T cell activation.,2026,Protein expression and purification,doi:10.1016/j.pep.2026.106916 pmid:41812713,PubMed,1
S9733,Construction of an Enhanced Phage Display Library of Artificially Randomized vNARs from Cloudy Catshark (Scyliorhinus Torazame) and Screening against Miamiensis Avidus,2026,"Marine Biotechnology (New York, NY)",doi:10.1002/central/cn-03002186/full doi:10.1007/s10126-026-10585-7 pmid:41721894,Cochrane CENTRAL,1
S11512,Contrasting the gut microbiome in Colombian patients with diarrhea: a comparative metagenomic study in hospitalization and emergency room services,2026,Gut Pathogens,doi:10.1186/s13099-026-00809-5,Scopus (brazo B),1
S10090,Controlling Antimicrobial Resistance Pathogens: Insights into Pathogenesis and Mitigation Strategies,2026,"Molecular Insights into Antimicrobial Resistance: Mechanisms, Evolution, and Environmental Surveillance",doi:10.52305/rcip6454_11,Scopus (brazo A); Scopus (brazo B),2
S10093,Convergent MurJ flippase inhibition by phage lysis proteins,2026,Nature,doi:10.1038/s41586-026-10163-w pmid:41741639,Scopus (brazo A),1
S8584,Coordinated host resistance and distinct phage strategies shape biofilm-phage dynamics in Pseudomonas aeruginosa.,2026,Microbiological research,doi:10.1016/j.micres.2025.128385 pmid:41197556,PubMed; Scopus (brazo A); Scopus (brazo B),3
S9000,Coordinated translation initiation determines -1 programmed ribosomal frameshifting efficiency of chromosomal genes to impact on cell fitness.,2026,The FEBS journal,doi:10.1111/febs.70462 pmid:41724583,PubMed,1
S10076,"Correction for Ipoutcha et al., “A synthetic biology approach to assemble and reboot clinically relevant Pseudomonas aeruginosa tailed phages”",2026,Microbiology Spectrum ,doi:10.1128/spectrum.00322-25 pmid:41609359,Scopus (brazo A),1
S10034,"Correction: Dual phage-incorporated electrospun polyvinyl alcohol-eudragit nanofiber matrix for rapid healing of diabetic wound infected by Pseudomonas aeruginosa and Staphylococcus aureus (Drug Delivery and Translational Research, (2025), 15, 3, (1092-1108), 10.1007/s13346-024-01660-4)",2026,Drug Delivery and Translational Research,doi:10.1007/s13346-025-01979-6 pmid:40988002,Scopus (brazo A),1
S11616,"Correction: Phage biobanks as enabling infrastructure for precision phage therapy in the era of antimicrobial resistance (Frontiers in Antibiotics, (2026), 5, (1772871), 10.3389/frabi.2026.1772871)",2026,Frontiers in Antibiotics,doi:10.3389/frabi.2026.1804100,Scopus (brazo B),1
S11430,"Corrigendum to “Phage therapy for KPC-producing Klebsiella pneumoniae decolonization in high-risk patients: The KIDNAP Study Protocol - A prospective feasibility and proof of concept study in the Brazilian context”(International Journal of Antimicrobial Agents, (2026), 67, 1, (107673), (S0924857925002286), 10.1016/j.ijantimicag.2025.107673)",2026,International Journal of Antimicrobial Agents,doi:10.1016/j.ijantimicag.2026.107766 pmid:41934050,Scopus (brazo B),1
S11684,Cross-immunity to therapeutic Kayvirus staphylophages reveals conserved immunogenic epitopes in patients,2026,Clinical Microbiology and Infection,doi:10.1016/j.cmi.2026.04.023 pmid:42069217,Scopus (brazo B),1
S9020,Cross-kingdom microbial interactions in the gut during inflammatory bowel disease.,2026,Journal of translational medicine,doi:10.1186/s12967-026-07692-3 pmid:41749264,PubMed; Scopus (brazo B),2
S9448,"Cross-kingdom microbiome interactions along the gut-lung axis: immune-microecological coordination, shared mechanisms, and disease-context dependence in respiratory disorders.",2026,Gut microbes,doi:10.1080/19490976.2026.2689168 pmid:42324603,PubMed,1
S10084,Cross-order detection of bacteriophage transduction in microbial communities using RNA barcoding,2026,Nature Communications ,doi:10.1038/s41467-026-70995-y pmid:41872204,Scopus (brazo A),1
S9242,Cross-reactive anti-prophage antibodies and bacterial heteroresistance implicated in phage therapeutic failure.,2026,Nature medicine,doi:10.1038/s41591-026-04301-0 pmid:42032071,PubMed; Scopus (brazo B),2
S11290,Cross-resistance-guided phage cocktail design for effective mitigation of necrotic enteritis in poultry,2026,Microbiological Research,doi:10.1016/j.micres.2026.128473 pmid:41671692,Scopus (brazo B),1
S9279,Cryo-EM structures of prevalent gut phage PD491P1 uncover extensive disulfide stabilization and distinct structural adaptations.,2026,"Structure (London, England : 1993)",doi:10.1016/j.str.2026.04.005 pmid:42086047,PubMed,1
S11370,Curcumin induces and enhances the PARP1‑mediated parthanatos in diffuse large B cell lymphoma,2026,Oncology Letters,doi:10.3892/ol.2026.15554,Scopus (brazo B),1
S11547,Current Challenges and Potential Strategies to Enhance Efficacy of Oral Phage Therapy in Food Animals: A Systematic Review with Quantitative Analysis,2026,Viruses,doi:10.3390/v18050544 pmid:42198747,Scopus (brazo B),1
S10214,Current Management Strategies of Difficult-to-Treat Resistant Pseudomonas aeruginosa Infections,2026,Infectious Disease Clinics of North America,doi:10.1016/j.idc.2025.11.001 pmid:41365737,Scopus (brazo A); Scopus (brazo B),2
S11812,Current Management of Serious Infections due to Vancomycin-resistant Enterococci,2026,Infectious Disease Clinics of North America,doi:10.1016/j.idc.2025.12.004 pmid:41571492,Scopus (brazo B),1
S11413,Current State of the Fight Against Antimicrobial Resistance: What Are the Different Strategies for Tomorrow?,2026,Antibiotics,doi:10.3390/antibiotics15060564,Scopus (brazo B),1
S11484,Current and emerging therapeutic strategies targeting adherent-invasive Escherichia coli in Crohn’s disease: a review,2026,Gut Pathogens,doi:10.1186/s13099-026-00852-2,Scopus (brazo B),1
S11335,Current global challenges and innovative strategies to combat antimicrobial resistance,2026,Discover public health,doi:10.1186/s12982-026-01748-x,Scopus (brazo B),1
S8869,Current perspectives of bacteriophage therapy for multidrug-resistant wound infections.,2026,Expert review of anti-infective therapy,doi:10.1080/14787210.2026.2622700 pmid:41577445,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11806,Current research in prevention and treatment of bacterial biofilms in fracture-related infection after internal fixation; [骨折相关感染细菌生物膜防治的研究现状],2026,Chinese Journal of Orthopaedic Trauma,doi:10.3760/cma.j.cn115530-20250822-00326,Scopus (brazo B),1
S11587,Cutaneous microbial biofilms in chronic dermatologic conditions,2026,IP Indian Journal of Clinical and Experimental Dermatology,doi:10.18231/j.ijced.14220.1778213720,Scopus (brazo B),1
S9511,Cyclic Peptides as Modulators of Protein-Protein Interactions: A Survival Guide from Discovery Platforms to AI-Driven Design.,2026,International journal of molecular sciences,doi:10.3390/ijms27136067 pmid:42450332,PubMed,1
S9055,Cystic fibrosis year in review 2025.,2026,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,doi:10.1016/j.jcf.2026.02.010 pmid:41781219,PubMed; Scopus (brazo A); Scopus (brazo B),3
S11470,DNA damage-associated vesicle production in Stenotrophomonas maltophilia is mediated by the maltocin endolysin,2026,Journal of Bacteriology,doi:10.1128/jb.00158-26 pmid:42345585,Scopus (brazo B),1
S9117,DNA tetrahedron-radiated nanonetwork for the dual-mode detection of FEN1 and T4 PNK activities.,2026,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",doi:10.1016/j.saa.2026.127759 pmid:41865637,PubMed,1
S9807,DYSBIOSIS IN ACUTE-ON-CHRONIC LIVER FAILURE - FROM A PATHOPHYSIOLOGICAL COMPONENT TO A THERAPEUTIC TARGET,2026,Arquivos de Gastroenterologia,doi:10.1590/s0004-2803.24612025-141,SciELO; Scopus (brazo B),2
S9518,Data mining reveals the diversity of prophage endolysins targeting pathogenic enterococci.,2026,The Journal of general virology,doi:10.1099/jgv.0.002292 pmid:42467470,PubMed,1
S8879,De novo design of potent CRISPR-Cas13 inhibitors.,2026,Nature chemical biology,doi:10.1038/s41589-025-02136-3 pmid:41588195,PubMed,1
S9530,De novo design of proteinaceous binders targeting the LEDGF PWWP domain.,2026,Protein science : a publication of the Protein Society,doi:10.1002/pro.70726 pmid:42489162,PubMed,1
S9185,De novo hybrid genome assembly and analysis of Salmonella enterica serovar Kentucky of Indian origins.,2026,Journal of biosciences,pmid:41954109,PubMed,1
S11795,Deciphering Cronobacter sakazakii Pathogenesis: From Host Invasion to Future Directions,2026,Microorganisms,doi:10.3390/microorganisms14030572,Scopus (brazo B),1
S11586,"Deciphering microbial biofilm: mechanism, infection, and advanced approaches for control",2026,Folia Microbiologica,doi:10.1007/s12223-026-01422-4,Scopus (brazo B),1
S11607,Decoding Microbiota–Immune Interplay in Viral Pathogenesis: Toward Next-Generation Antiviral Therapies,2026,Probiotics and Antimicrobial Proteins,doi:10.1007/s12602-026-10999-8 pmid:41903098,Scopus (brazo B),1
S9088,Decoding and deciphering a subcellular ZIP code system.,2026,Trends in cell biology,doi:10.1016/j.tcb.2026.02.001 pmid:41820158,PubMed,1
S9245,Decoding and exploiting intratumoral microbiota: from microenvironment modulation to clinical intervention.,2026,Molecular biology reports,doi:10.1007/s11033-026-11858-z pmid:42033527,PubMed,1
S11303,"Decoding biofilm tolerance in clinical infections: Matrixome architecture, metabolic zonation, and therapeutic implications",2026,Microbe (Netherlands),doi:10.1016/j.microb.2026.100753,Scopus (brazo B),1
S8503,Decoding extracellular vesicles-mediated encapsulation of enveloped and nonenveloped gut viruses through phosphatidylserine affinity profiling.,2026,Virology,doi:10.1016/j.virol.2025.110712 pmid:41086517,PubMed,1
S9418,"Decoding phage communication: molecular networks, evolutionary dynamics, and therapeutic applications.",2026,NPJ biofilms and microbiomes,doi:10.1038/s41522-026-01050-3 pmid:42285989,PubMed; Scopus (brazo B),2
S9550,"Decoding the genome of Acinetobacter baumannii from a urinary tract infection case: A comprehensive analysis of resistance, virulence, and genetic mobility attributes.",2026,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],doi:10.1007/s42770-026-02036-1 pmid:42525191,PubMed,1
S9153,Deep Protease Profiling to Define the Substrate Specificity of ADAMTS Proteases.,2026,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-0716-5218-3_13 pmid:41917361,PubMed,1
S11506,Defect-complementation homologous recombination: A novel strategy for precise genome engineering of virulent phages,2026,Synthetic and Systems Biotechnology,doi:10.1016/j.synbio.2025.11.002,Scopus (brazo B),1
S8604,Defense Systems and Prophage Detection in Streptococcus mutans Strains.,2026,Molecular oral microbiology,doi:10.1111/omi.70014 pmid:41215733,PubMed; Scopus (brazo B),2
S8976,Demographic and genetic factors shape the epitope specificity of the human antibody repertoire against viruses.,2026,Nature immunology,doi:10.1038/s41590-026-02432-7 pmid:41699059,PubMed; Scopus (brazo B),2
S9071,Deploying bacteriophage combinatorial therapy to eradicate resistant Klebsiella pneumoniae UTIs: innovative and personalized phage therapy.,2026,Archives of microbiology,doi:10.1007/s00203-026-04788-8 pmid:41805891,PubMed; Scopus (brazo B),2
S9307,Design and validation of a novel GPCR antibody screening method based on tripartite fluorescence complementation technology.,2026,Biochemical and biophysical research communications,doi:10.1016/j.bbrc.2026.153921 pmid:42127517,PubMed,1
S8822,"Designing the Next Generation of Endolysins: A Triple Strategy Integrating Bioinformatics Mining, Engineering Modification and Encapsulation Formulation.",2026,Probiotics and antimicrobial proteins,doi:10.1007/s12602-025-10853-3 pmid:41505076,PubMed; Scopus (brazo B),2
S8728,Detection and identification of pathogens using agents targeting the bacterial cell wall.,2026,Folia microbiologica,doi:10.1007/s12223-025-01379-w pmid:41379369,PubMed,1
S11517,Detection to Disruption: A Comprehensive Review of Bacterial Biofilms and Therapeutic Advances,2026,Antibiotics,doi:10.3390/antibiotics15040396,Scopus (brazo B),1
S11665,Detonating a “time bomb”: how enteric infection stress triggers prophage induction in commensal microbiota and exacerbates disease progression,2026,Frontiers in Microbiology,doi:10.3389/fmicb.2025.1723549,Scopus (brazo B),1
S11747,Developing Nanotechnology for Intratumoral Immunotherapy,2026,Molecular Pharmaceutics,doi:10.1021/acs.molpharmaceut.6c00055 pmid:41622896,Scopus (brazo B),1
S11308,Developing a proteomic approach through structural characterization of bacteriophage K,2026,Bioorganic Chemistry,doi:10.1016/j.bioorg.2026.109858 pmid:42060982,Scopus (brazo B),1
S11432,Development and Validation of a Multicyclic Peptide Targeting PD-L1 for Radiotheranostics,2026,ACS Medicinal Chemistry Letters,doi:10.1021/acsmedchemlett.5c00770,Scopus (brazo B),1
S9373,Development and characterization of novel T-cell receptor-like antibodies targeting human papillomavirus type 16 oncoprotein peptides for early cervical cancer detection using experimental and computational approaches.,2026,International journal of biological macromolecules,doi:10.1016/j.ijbiomac.2026.152755 pmid:42208837,PubMed,1
S9095,Development of a Diagnostic Autoantibody Assay to a Consensus Motif for the Risk Prediction of Epstein-Barr Virus-Related Multiple Sclerosis.,2026,Neurology(R) neuroimmunology & neuroinflammation,doi:10.1212/nxi.0000000000200551 pmid:41824923,PubMed; Scopus (brazo B),2
S9066,Development of a Novel Probe-Based Dual-Detection platform System for Flexible Detection of Staphylococcus aureus across Transmission Pathways.,2026,Analytical chemistry,doi:10.1021/acs.analchem.5c07055 pmid:41801772,PubMed,1
S11289,Development of a Rapid Automated Point-of-Care Test for Hepatitis C Viral RNA on the DASH Rapid Polymerase Chain Reaction System,2026,Journal of Infectious Diseases,doi:10.1093/infdis/jiaf608 pmid:41369203,Scopus (brazo B),1
S9340,Development of a VL domain antibody for congeneric detection of cobra (Naja spp.) venom.,2026,Toxicon : official journal of the International Society on Toxinology,doi:10.1016/j.toxicon.2026.109164 pmid:42162763,PubMed,1
